price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
73000,31,-34.6209278,-58.4458736,Caballito
92000,60,-34.62250439,-58.39646312,Parque Patricios
69458,34,-34.63099,-58.4201892,Boedo
75000,33,,,
175000,69,-34.60746,-58.43891555,Parque Centenario
215000,100,-34.5974586,-58.4033653,Recoleta
189000,64,-34.6045502,-58.4211036,Almagro
105490,34,-34.5731507,-58.482362,Villa Urquiza
270000,91,-34.5824961,-58.4102772,Palermo
185000,60,-34.626039,-58.432732,Caballito
73000,32,-34.6586688,-58.5120941,Mataderos
47000,46,-34.624327,-58.429713,Caballito
159000,80,-34.6242203,-58.4500796,Caballito
160000,50,-34.5936142,-58.3800404,Barrio Norte
73600,31,-34.6230511,-58.3914916,San Cristobal
130000,70,-34.6203643,-58.4431823,Caballito
79900,44,-34.617942,-58.460455,Flores
139000,50,-34.5516787,-58.4651435,Nuñez
103000,34,-34.5859299,-58.4404055,Palermo
104031.01,32,-34.5519084,-58.4685759,Nuñez
117000,38,-34.55588178,-58.4619371,Belgrano
135000,67,-34.641961,-58.373934,Barracas
285000,80,-34.57106407,-58.45365016,Colegiales
126000,53,-34.6240354,-58.4042052,Balvanera
200000,60,-34.5686668,-58.43312024,Palermo
245000,90,-34.578295,-58.449588,Colegiales
90000,47,-34.6005624,-58.4439836,Villa Crespo
270000,88,-34.620919,-58.45557,Caballito
74300,34,-34.593335,-58.442214,Villa Crespo
210000,86,-34.5853989,-58.418262,Palermo
161320,56,-34.544171,-58.478875,Saavedra
86000,48,,,
137000,50,-34.5978249,-58.4164389,Palermo
65000,32,-34.5912364,-58.398821,Recoleta
290000,94,-34.61401877,-58.4888448,Nuñez
79900,52,-34.6262018,-58.4685707,Flores
120000,34,-34.6004227,-58.420585,Almagro
150000,40,,,Belgrano
135000,45,-34.574547,-58.4343478,Palermo
110327,39,,,San Telmo
98259.73,37,,,Villa Crespo
280000,100,-34.56393986,-58.43826364,Palermo
259000,85,-34.5688186,-58.4360816,Belgrano
355000,70,-34.6212688,-58.36144889,Puerto Madero
39461.74,43,-34.667713,-58.442304,Villa Soldati
80896.57,34,-34.6261244,-58.3859524,Constitución
324500,96,-34.597769,-58.42644,Villa Crespo
170000,92,-34.602764,-58.373966,Centro / Microcentro
116000,55,-34.613643,-58.481383,Villa Santa Rita
68500,36,-34.625227,-58.457758,Flores
97536.27,42,-34.6321116,-58.3703982,Barracas
120000,50,,,
205000,98,-34.565477,-58.471318,Coghlan
125000,47,-34.6015609,-58.4333731,Villa Crespo
84000,42,-34.647382,-58.4772734,Parque Avellaneda
250000,85,-34.5427503,-58.4601452,Nuñez
198000,86,-34.579089,-58.450149,Colegiales
94925.21,33,-34.623337,-58.3977098,San Cristobal
99900,70,-34.609988,-58.410637,Balvanera
215000,66,-34.60371374,-58.38158089,Nuñez
125000,80,-34.6036844,-58.3815591,Once
135000,74,-34.616118,-58.463981,Flores
120000,82,-34.6253246,-58.4866517,Floresta
149000,64,-34.61347994,-58.38713452,Congreso
104244.76,53,-34.631591,-58.370191,Barracas
109000,78,-34.606703,-58.469474,Paternal
70000,40,-34.5947552,-58.49967,Villa Devoto
111066,47,,,San Telmo
140000,44,-34.607026,-58.442438,Caballito
114000,65,-34.608797,-58.484293,Villa del Parque
80000,37,-34.5771693,-58.4300256,Palermo
144000,69,-34.6154117,-58.4754707,Flores
228800,66,-34.613041,-58.43307,Caballito
157000,93,-34.576551,-58.46187,Colegiales
81000,46,-34.6021118,-58.3851437,Tribunales
95000,50,-34.6448325,-58.4528206,Flores
104900,48,-34.596667,-58.39754,Recoleta
216214,82,-34.612287,-58.422895,Almagro
91000,48,-34.599654,-58.430791,Villa Crespo
75000,41,-34.59305,-58.448972,Chacarita
189000,91,-34.5972441,-58.4416588,Villa Crespo
110000,42,-34.54316,-58.464088,Nuñez
122000,61,-34.6344407,-58.4747469,Floresta
79500,37,-34.6051872,-58.4567122,Villa Crespo
94850,32,-34.572721,-58.483565,Villa Urquiza
135000,50,-34.5982248,-58.4041773,Barrio Norte
74000,34,-34.6177615,-58.383662,Centro / Microcentro
68900,32,-34.620972,-58.41465,Boedo
105000,40,-34.559071,-58.446733,Belgrano
250000,70,-34.6363572,-58.3767044,Barracas
85570,38,-34.6256447,-58.4611155,Flores
90000,33,-34.5620844,-58.4566864,Belgrano
57485.76,34,-34.6444745,-58.4959441,Villa Luro
149000,77,-34.586019,-58.444476,Palermo
145000,70,-34.578408,-58.4958691,Villa Urquiza
115000,31,-34.58171763,-58.4486237,Palermo
89249.37,50,-34.62647679,-58.35970169,
110000,36,-34.5771209,-58.4381936,Palermo
69000,33,-34.5980887,-58.4043922,Barrio Norte
80000,34,-34.6141777,-58.3802033,Monserrat
61000,59,-34.654798,-58.404758,Parque Patricios
109246,47,-34.6244303,-58.3741828,San Telmo
104173,34,,,Palermo
138000,50,-34.563252,-58.456441,Belgrano
65000,31,-34.588298,-58.508619,Villa Pueyrredón
91900,39,-34.586829,-58.436595,Palermo
30000,37,-34.5865029,-58.47736357,Villa Urquiza
235000,70,-34.5863241,-58.3877694,Recoleta
70000,32,-34.6214485,-58.3814764,San Telmo
120000,74,-34.621907,-58.3887891,Constitución
75000,39,-34.683568,-58.474056,Villa Lugano
127020.63,45,-34.6176481,-58.4619167,Caballito
76500,32,-34.6173477,-58.4494039,Caballito
120000,42,-34.6293468,-58.4353111,Caballito
200000,72,-34.5976878,-58.4340387,Villa Crespo
75000,32,-34.577168,-58.538654,Villa del Parque
100000,52,-34.637834,-58.503098,Villa Luro
100000,42,-34.5888927,-58.5085653,Villa Devoto
80000,44,-34.6115557,-58.4102154,Balvanera
75845.46,42,-34.631591,-58.370191,Barracas
115000,82,-34.60453,-58.39463,Balvanera
210000,86,-34.6036844,-58.3815591,Coghlan
110000,38,-34.556844,-58.457941,Belgrano
142600,31,-34.567984,-58.4337562,Las Cañitas
200000,50,-34.54968704,-58.4675281,Nuñez
145000,66,-34.614703,-58.438833,Caballito
99000,50,-34.5999689,-58.3768192,Retiro
99700,47,-34.5703376,-58.4425508,Colegiales
95000,35,-34.556809,-58.457834,Belgrano
115000,63,-34.625316,-58.467693,Flores
315000,79,-34.567079,-58.451879,Belgrano
180000,87,-34.615138,-58.3992878,Balvanera
158000,92,-34.64154072,-58.51670609,Liniers
172000,71,-34.615921,-58.393128,Balvanera
85000,43,-34.6187853,-58.4791827,Flores
94500,55,-34.6451582,-58.4907929,Parque Avellaneda
118974,49,,,San Telmo
110000,82,,,Floresta
105000,34,-34.55384543,-58.4919051,Saavedra
210000,74,-34.546338,-58.458899,Nuñez
138000,78,-34.60559,-58.458896,Paternal
185000,70,-34.5692991,-58.4498983,Belgrano
229700,70,-34.5792764,-58.4548802,Villa Ortuzar
114000,47,-34.577645,-58.495653,Villa Urquiza
199000,95,-34.61386464,-58.42672393,Caballito
177000,40,-34.5680472,-58.452962,Belgrano
65000,54,-34.666197,-58.48118,Villa Lugano
110000,35,-34.5706702,-58.4408266,Belgrano
90000,35,-34.6555941,-58.5182496,Mataderos
68000,37,-34.6184351,-58.4657756,Flores
117000,79,-34.611506,-58.411067,Balvanera
227760.01,70,-34.56822,-58.458337,Belgrano
125000,59,-34.6465128,-58.488904,Floresta
100035.51,42,-34.6321116,-58.3703982,Barracas
210000,52,-34.5888694,-58.3913369,Barrio Norte
90000,72,,,Barracas
105000,43,-34.563925,-58.480278,Coghlan
108000,51,-34.5987208,-58.4404368,Villa Crespo
118000,40,-34.583705,-58.433254,Palermo
289000,91,-34.59696426,-58.38625843,Tribunales
147000,48,-34.598615,-58.3970315,Barrio Norte
77000,31,-34.59961,-58.396875,Recoleta
96000,65,-34.62591333,-58.50647385,Villa Devoto
98000,36,-34.5647507,-58.4891059,Villa Urquiza
79000,35,-34.627366,-58.507638,Villa Luro
76000,36,-34.60525328,-58.49367381,Villa del Parque
135000,67,-34.616512,-58.4436838,Caballito
82000,38,-34.6117136,-58.4605517,Caballito
73000,38,-34.617058,-58.445235,Caballito
108045,35,-34.6148483,-58.4604643,Caballito
148000,47,-34.587953,-58.414446,Palermo
88900,50,-34.63957,-58.465294,Flores
115000,64,,,
110000,41,-34.5522,-58.462844,Nuñez
54700,44,-34.549741,-58.48622,Saavedra
199000,93,-34.618499,-58.470407,Caballito
95000,40,-34.6047969,-58.454126,Villa Crespo
85000,50,-34.5800803,-58.4920978,Villa Urquiza
155000,50,-34.5558424,-58.457783,Belgrano
129000,78,-34.624859,-58.3712223,Barracas
215000,70,-34.5551436,-58.455652,Belgrano
330000,100,-34.6405489,-58.5299296,Villa Luro
172334.32,61,-34.6226773,-58.3667589,San Telmo
300000,87,-34.5946557,-58.3877428,Retiro
129000,54,-34.593089,-58.431762,Palermo
99000,68,-34.6010588,-58.4609647,Villa Crespo
13811.6,80,-34.6213159,-58.46045268,Caballito
65000,43,-34.6240024,-58.3905883,Constitución
90000,47,-34.624892,-58.374975,San Telmo
155000,74,-34.6152189,-58.383156,Monserrat
139900,86,-34.603785,-58.488625,Villa del Parque
131040,41,-34.5710926,-58.4846052,Villa Urquiza
123500,40,-34.5542242,-58.4678339,Nuñez
80000,42,-34.6091668,-58.3892118,Balvanera
110000,38,-34.5428884,-58.48079385,Saavedra
98000,60,-34.5958969,-58.4715637,Paternal
130000,40,-34.5977779,-58.4182712,Palermo
174000,66,-34.62233989,-58.40853223,San Cristobal
99000,37,-34.5715748,-58.4557069,Colegiales
178000,70,-34.5684815,-58.4513388,Belgrano
235000,90,-34.5937383,-58.4034056,Barrio Norte
115000,60,-34.6115734,-58.4180781,Almagro
330000,65,-34.5607742,-58.4606278,Belgrano
180000,50,-34.59146,-58.406432,Recoleta
235000,100,-34.595688,-58.4031864,Palermo
119000,96,-34.6276516,-58.4679307,Flores
170000,60,-34.60371374,-58.38158089,Palermo
118000,50,-34.6038532,-58.430481,Almagro
189237,71,-34.61098,-58.417856,Almagro
105000,51,-34.616045,-58.393664,Balvanera
94000,44,-34.6009862,-58.408268,Once
160000,89,,,Congreso
89500,40,-34.6202466,-58.4165902,Almagro
90000,36,-34.64299448,-58.51099184,Liniers
64000,35,-34.5745302,-58.4928592,Villa Urquiza
257000,94,-34.5950091,-58.3845022,Barrio Norte
94000,55,-34.62518174,-58.40703599,San Cristobal
145000,50,-34.5770323,-58.4798783,Villa Urquiza
195000,93,-34.565563,-58.4533167,Belgrano
90000,41,-34.6162229,-58.4184465,Almagro
239000,54,-34.5683783,-58.449379,Belgrano
90000,41,-34.6239614,-58.4034766,Boedo
139000,63,-34.6352242,-58.4676975,Flores
84000,51,-34.633333,-58.466667,Flores
169000,68,-34.6327422,-58.4408154,Parque Chacabuco
100000,34,-34.58194633,-58.44783552,Palermo
133808.18,56,-34.626394,-58.4594467,Flores
143429,59,-34.6209278,-58.4458736,Caballito
240000,82,-34.5912139,-58.3986378,Barrio Norte
110000,51,-34.6412989,-58.3707635,Barracas
87000,34,-34.6168909,-58.402719,Belgrano
180000,74,-34.56530429,-58.43796529,Belgrano
169000,43,-34.57475317,-58.44076337,Palermo
98000,64,-34.6055538,-58.376534,San Nicolás
85000,45,-34.6036844,-58.3815591,Parque Chacabuco
85000,35,-34.5733653,-58.4384417,Belgrano
192000,54,-34.5546708,-58.4673571,Nuñez
158000,49,-34.5885144,-58.4120115,Palermo
78000,34,-34.621327,-58.3757206,San Telmo
191668,65,-34.5731507,-58.482362,Villa Urquiza
233000,85,-34.5985872,-58.3973385,Barrio Norte
89900,36,-34.59701891,-58.40877843,Palermo
113000,45,-34.5469102,-58.47859,Saavedra
218000,88,-34.5869637,-58.4212588,Palermo
238000,59,-34.556256,-58.468448,Nuñez
78493,34,-34.593422,-58.4423025,Villa Crespo
69000,36,-34.6031,-58.401046,Balvanera
100000,40,-34.6037603,-58.4879552,Villa del Parque
127000,54,-34.65,-58.383333,Barracas
110000,47,-34.6056046,-58.4962758,Villa del Parque
245000,70,-34.5859825,-58.4148132,Barrio Norte
140000,73,-34.569959,-58.444905,Palermo
235000,100,-34.595688,-58.4031864,Palermo
216902.91,68,-34.574537,-58.4554388,Colegiales
135000,54,-34.613965,-58.42555,Almagro
89900,60,,,Floresta
160000,65,-34.6026301,-58.5017404,Villa del Parque
206000,63,-34.5709978,-58.4440588,Colegiales
149000,44,-34.575535,-58.438102,Belgrano
160000,60,-34.5807444,-58.4247993,Palermo
200000,75,-34.5947727,-58.3971933,Recoleta
73004.22,31,-34.6227163,-58.3915063,Congreso
90000,46,-34.6392306,-58.4643665,Flores
119000,70,-34.627949,-58.396242,San Cristobal
81751.57,42,-34.6321015,-58.3703767,Barracas
325000,99,-34.565118,-58.442631,Belgrano
110000,54,-34.5792,-58.454883,Chacarita
69000,45,-34.638857,-58.510115,Villa Luro
93000,35,-34.5720545,-58.4745649,Villa Urquiza
128700,45,-34.5866135,-58.4390914,Palermo
120000,51,-34.577168,-58.48704,Villa Urquiza
180000,82,-34.605484,-58.508742,Villa Devoto
89900,44,-34.5741558,-58.4931736,Villa Urquiza
96418.18,42,-34.6321116,-58.3703982,Barracas
152000,54,-34.6274228,-58.4296216,Caballito
76661.01,31,-34.620556,-58.371667,San Telmo
67000,33,-34.6255434,-58.4572347,Flores
93000,40,,,Villa Urquiza
81159.64,33,,,Villa Crespo
100000,41,-34.5967593,-58.3799088,Barrio Norte
75000,35,-34.5599177,-58.4451113,Belgrano
225500,64,-34.62818,-58.429483,Caballito
77016.16,33,-34.62331997,-58.39746071,Monserrat
145000,83,-34.620248,-58.403256,San Cristobal
127000,48,-34.645026,-58.373189,Barracas
52064,66,-34.5413289,-58.473409,Nuñez
117000,38,-34.5559731,-58.4620139,Nuñez
150000,52,-34.58737072,-58.45019011,Chacarita
160000,62,-34.6109561,-58.4162202,Almagro
225700,67,-34.597769,-58.42644,Villa Crespo
325000,100,-34.6014492,-58.4353446,Villa Crespo
80000,40,-34.630345,-58.3856711,Constitución
93000,50,-34.60864124,-58.39061457,Balvanera
165000,66,-34.5492493,-58.4630319,Nuñez
270000,100,-34.5893508,-58.408068,Barrio Norte
90000,37,-34.62671947,-58.45660244,Caballito
60000,34,-34.6630163,-58.514281,Mataderos
145000,50,-34.564492,-58.4723806,Coghlan
105000,45,-34.620233,-58.429597,Caballito
110000,31,-34.5542681,-58.4576474,Nuñez
185000,46,-34.56611,-58.463368,Belgrano
70000,31,-34.61656778,-58.47744282,Villa Santa Rita
120000,45,,,
68000,31,-34.61844646,-58.50072505,Villa Devoto
185000,60,-34.557808,-58.4519581,Belgrano
84900,41,-34.5521171,-58.4710166,Nuñez
140000,78,-34.62065418,-58.37991303,San Telmo
125000,70,-34.6112232,-58.41567,Once
62050,39,-34.625205,-58.379194,Constitución
170000,53,-34.568169,-58.434204,Palermo
322000,86,-34.5602429,-58.4438821,Belgrano
99000,53,-34.5563184,-58.4789425,Coghlan
187500,64,-34.597769,-58.42644,Villa Crespo
150000,50,-34.6405283,-58.5294588,Villa Luro
68000,32,-34.6173479,-58.4494037,Caballito
280000,75,-34.574412,-58.431473,Palermo
135000,90,-34.595991,-58.447341,Villa Crespo
222000,64,-34.5826274,-58.4518257,Chacarita
82000,41,-34.5497024,-58.4674904,Nuñez
115000,54,,,Saavedra
157675,59,-34.579394,-58.455398,Colegiales
92000,40,-34.6234793,-58.37716,San Telmo
178000,66,-34.565913,-58.438725,Palermo
66000,35,-34.6069338,-58.4712029,Villa del Parque
230000,54,-34.554824,-58.4374995,Palermo
146700,50,-34.6235515,-58.3740817,San Telmo
73000,35,-34.6173396,-58.4493817,Caballito
110000,58,-34.6231688,-58.4064002,San Cristobal
145000,57,,,Palermo
139000,45,-34.5543757,-58.4667834,Belgrano
339000,90,-34.59175855,-58.38428488,Barrio Norte
88264,35,-34.6209278,-58.4458736,Caballito
165000,68,,,Colegiales
145000,50,-34.57760685,-58.4790644,Villa Urquiza
118000,51,-34.5982939,-58.3878419,Recoleta
103929,35,-34.6148483,-58.4604643,Caballito
63000,34,,,
92000,35,-34.5860332,-58.4013161,Barrio Norte
120000,65,-34.5454613,-58.4802128,Saavedra
137000,51,-34.580146,-58.4648168,Villa Ortuzar
82000,38,,,San Telmo
174250,47,-34.6153103,-58.3619834,Puerto Madero
125000,50,-34.6228034,-58.4004254,San Cristobal
82000,53,-34.6215721,-58.44462633,Caballito
189000,76,-34.624818,-58.376142,San Telmo
80000,34,,,
107000,50,-34.61522741,-58.47745934,Villa del Parque
145000,58,-34.590514,-58.447075,Chacarita
184900,70,-34.569879,-58.433221,Belgrano
310000,74,-34.58656161,-58.40033636,Recoleta
111500,70,-34.578558,-58.509142,Villa Pueyrredón
82000,40,-34.6010943,-58.406726,Almagro
169000,63,-34.612425,-58.4806225,Paternal
89500,40,-34.6202466,-58.4165902,Almagro
73000,38,-34.6253319,-58.4446144,Caballito
159491.2,36,-34.62377933,-58.42044353,Boedo
62000,36,-34.6274383,-58.478013,Flores
235000,86,-34.60582506,-58.42974268,Almagro
174900,98,-34.60582,-58.393042,Balvanera
155000,70,-34.6038768,-58.4156502,Almagro
100000,32,-34.553811,-58.453759,Belgrano
107334,38,-34.5578146,-58.4696832,Villa Urquiza
137000,42,-34.607026,-58.442438,Caballito
240000,65,-34.6282267,-58.4439153,Caballito
99000,74,-34.6072023,-58.4035194,Balvanera
260000,55,-34.5820218,-58.4209389,Palermo
124000,47,-34.578634,-58.449841,Colegiales
127691.61,85,-34.6258749,-58.360185,Boca
225000,76,-34.5931886,-58.4246144,Palermo
148000,33,-34.5671279,-58.4328769,Belgrano
130000,44,-34.5742272,-58.4922864,Villa Urquiza
100000,49,-34.6177615,-58.383662,Centro / Microcentro
178000,60,-34.569335,-58.4348693,Palermo
87000,41,,,Villa Lugano
135000,74,-34.60601994,-58.41108056,Balvanera
80300,31,-34.6230511,-58.3914916,San Cristobal
99000,45,-34.5915576,-58.508675,Villa Devoto
95000,34,-34.612586,-58.419227,Almagro
80070,34,-34.593335,-58.442214,Villa Crespo
100705,38,,,Caballito
150217.69,35,-34.62473954,-58.41997462,Boedo
119000,48,-34.6217903,-58.4576825,Caballito
95365.87,36,,,Liniers
301303.55,49,-34.6226773,-58.3667589,San Telmo
115000,70,-34.6054157,-58.4070327,Balvanera
155000,65,-34.604424,-58.396872,Balvanera
73150,36,-34.6106305,-58.4799666,Villa del Parque
140000,47,-34.5711496,-58.4232966,Palermo
105000,39,-34.6149058,-58.4128363,Balvanera
103500,45,-34.6196382,-58.3995005,Balvanera
111711,47,,,San Telmo
99000,75,-34.6309832,-58.4806664,Floresta
155000,81,-34.6052475,-58.408818,Almagro
125000,40,-34.5703149,-58.4830019,Villa Urquiza
115000,38,-34.592127,-58.412257,Palermo
160000,57,-34.636246,-58.4909798,Floresta
83000,41,-34.6191016,-58.4415901,Caballito
154500,49,-34.597769,-58.42644,Villa Crespo
98000,32,-34.6036844,-58.3815591,Belgrano
240000,90,-34.573525,-58.442896,Palermo
109000,58,-34.613361,-58.462683,Flores
106000,41,-34.5688712,-58.4884216,Villa Urquiza
145000,76,-34.606076,-58.459051,Caballito
140000,70,-34.6012672,-58.4046626,Balvanera
107200,33,-34.5687846,-58.4768939,Villa Urquiza
142000,50,-34.59794358,-58.41585254,Palermo
110000,40,-34.5742806,-58.4346696,Belgrano
169000,45,-34.5636498,-58.4653792,Palermo
87000,40,-34.5716554,-58.5020382,Villa Pueyrredón
72000,38,-34.637834,-58.503098,Villa Luro
87500,41,-34.620583,-58.402827,San Cristobal
335000,75,-34.5594846,-58.4451392,Belgrano
81000,38,-34.60371374,-58.38158089,Caballito
75000,31,-34.633021,-58.370341,Barracas
93000,40,-34.58462087,-58.42196449,Palermo
169000,90,-34.6093503,-58.4514422,Caballito
81559,46,-34.63093,-58.468101,Flores
149000,44,-34.5735072,-58.4922827,Villa Urquiza
235000,90,-34.5671066,-58.4723916,Villa Urquiza
59600,33,-34.620858,-58.378926,San Telmo
98000,41,-34.628822,-58.453314,Caballito
122551.26,38,-34.570884,-58.4886936,Villa Urquiza
88000,66,,,Congreso
84900,49,-34.622985,-58.504922,Villa Devoto
335000,100,-34.586174,-58.407823,Barrio Norte
309000,86,-34.54907779,-58.45522728,Belgrano
90000,44,-34.617329,-58.375159,San Telmo
125000,48,-34.606491,-58.418555,Almagro
189000,92,-34.60258,-58.420206,Almagro
270000,83,-34.6265009,-58.35958675,Belgrano
112000,44,-34.5765536,-58.4965425,Villa Urquiza
139500,70,-34.6045043,-58.4372375,Villa Crespo
70000,32,-34.609907,-58.384775,San Cristobal
70000,31,-34.5833431,-58.4689267,Villa Urquiza
171000,63,-34.6235515,-58.3740817,San Telmo
86000,46,,,Floresta
213688,35,-34.5679891,-58.4339848,Las Cañitas
110000,76,-34.624639,-58.4661095,Flores
105000,52,-34.6408037,-58.5010195,Villa Luro
99000,57,-34.6334407,-58.4637448,Flores
112000,63,-34.60257,-58.398213,Balvanera
87000,41,-34.60580169,-58.41523697,Almagro
138050.32,50,-34.6266572,-58.4241126,Boedo
182000,59,-34.557199,-58.480847,Saavedra
168000,87,-34.6052823,-58.4087617,Once
270000,88,-34.5893508,-58.408068,Barrio Norte
93000,42,-34.61061102,-58.47959029,Villa del Parque
159500,49,-34.586491,-58.4389473,Palermo
65000,33,-34.617321,-58.439614,Caballito
195000,61,-34.603506,-58.417856,Almagro
240000,88,-34.6305208,-58.371624,Barracas
79000,34,-34.5958168,-58.4474666,Villa Crespo
124900,60,-34.616328,-58.46014,Caballito
139300,62,-34.61405994,-58.47554251,Villa del Parque
79000,48,-34.625108,-58.371319,San Telmo
108000,41,-34.553048,-58.450913,Belgrano
165000,50,-34.5755826,-58.4325346,Las Cañitas
185600,95,-34.587953,-58.414446,Palermo
78000,35,-34.604089,-58.392355,San Nicolás
145000,72,-34.5965341,-58.3809608,Retiro
152000,47,-34.5427503,-58.4601452,Nuñez
143000,80,-34.635715,-58.405788,Parque Patricios
169000,45,,,Belgrano
145000,50,-34.5535338,-58.436914,Belgrano
149000,50,-34.5835376,-58.4053183,Recoleta
118000,40,-34.5689175,-58.4576268,Belgrano
77800,36,-34.62279,-58.394566,San Cristobal
159000,68,-34.5651516,-58.4522661,Belgrano
59000,40,-34.6040693,-58.4602095,Paternal
78900,38,-34.6200261,-58.3884668,Congreso
240000,88,-34.5998566,-58.4890019,Agronomía
75000,34,-34.612338,-58.401328,Balvanera
110000,46,-34.58616,-58.475633,Parque Chas
90000,45,-34.5873917,-58.4893451,Villa Pueyrredón
295000,85,,,Palermo
67000,38,-34.63099,-58.4201892,Boedo
240000,91,-34.6166871,-58.4443684,Caballito
105000,36,-34.5628256,-58.4651369,Coghlan
153000,51,-34.60371374,-58.38158089,Barrio Norte
140000,44,-34.607026,-58.442438,Caballito
162000,71,-34.563881,-58.465333,Belgrano
235000,84,-34.5732903,-58.43147902,Palermo
84000,40,-34.5991823,-58.424788,Palermo
120000,45,-34.64468295,-58.37332546,Barracas
89500,36,-34.600256,-58.436421,Villa Crespo
180000,61,-34.5475074,-58.4842066,Saavedra
68000,30,-34.6057005,-58.3779666,Barrio Norte
129500,65,-34.605719,-58.379069,Centro / Microcentro
130000,58,-34.636554,-58.443875,Parque Chacabuco
188000,83,-34.60035266,-58.4042552,Once
95000,40,-34.6074624,-58.4484508,Villa Crespo
180000,58,-34.590989,-58.446377,Chacarita
120000,37,-34.5784951,-58.4375603,Palermo
65000,51,-34.61779321,-58.41683865,Almagro
138000,64,-34.599567,-58.43643,Palermo
170000,49,-34.5814008,-58.4338296,Palermo
85000,50,-34.6110666,-58.4871486,Villa del Parque
169000,44,-34.58299218,-58.42057517,Palermo
94500,37,-34.5954988,-58.4423636,Villa Crespo
129000,40,-34.5605032,-58.46487789,Nuñez
105000,45,-34.617321,-58.439614,Caballito
101811.29,37,-34.6204532,-58.4029587,Congreso
199000,57,-34.554657,-58.46102,Belgrano
94000,45,-34.560041,-58.46043,Belgrano
127000,50,-34.57339914,-58.48293758,Villa Urquiza
96000,49,-34.54384,-58.480901,Nuñez
135529,50,-34.572721,-58.483565,Villa Urquiza
94500,45,-34.564832,-58.468958,Belgrano
89900,32,-34.5742418,-58.48214239,Villa Urquiza
64900,43,-34.616063,-58.373011,San Telmo
77000,35,-34.6033868,-58.3879764,Centro / Microcentro
120000,35,-34.5762105,-58.4896168,Villa Urquiza
165000,85,-34.6004038,-58.4954328,Villa Devoto
102300,36,-34.62818,-58.429483,Caballito
301000,59,-34.565206,-58.436515,Palermo
130000,70,,,Floresta
134800,44,-34.62732,-58.37248,San Telmo
95000,37,-34.5562825,-58.4790126,Belgrano
68000,35,-34.633033,-58.386288,Constitución
95000,36,-34.5607997,-58.4661541,Villa Urquiza
175000,87,-34.6140311,-58.4248489,Almagro
140000,71,-34.6310072,-58.3734691,Barracas
84000,56,-34.6185754,-58.3835237,Monserrat
99000,36,-34.5589271,-58.4587772,Belgrano
285000,95,-34.59015879,-58.38280842,Recoleta
178000,66,-34.5930947,-58.4115277,Palermo
180000,38,-34.5750612,-58.4598102,Villa Urquiza
85000,32,-34.5952839,-58.3827434,Retiro
115000,32,-34.565605,-58.433326,Belgrano
95000,38,-34.62630066,-58.46758334,Flores
82803.88,42,-34.631591,-58.370191,Barracas
195000,60,-34.59357983,-58.39213638,Barrio Norte
55000,42,,,Barracas
158000,60,-34.5667342,-58.4581718,Belgrano
65000,36,-34.618092,-58.465875,Flores
68500,36,-34.625227,-58.457758,Flores
83000,37,-34.58346423,-58.47326645,Villa Urquiza
77716,34,-34.593422,-58.4423025,Villa Crespo
55000,61,-34.646572,-58.469396,Flores
181938,47,-34.6153103,-58.3619834,Puerto Madero
75900,31,-34.5950015,-58.4293615,Palermo
99969.74,42,-34.6222036,-58.4044177,San Cristobal
74000,38,-34.5862,-58.473951,Parque Chas
79000,37,-34.6039992,-58.4557837,Villa Crespo
118000,46,-34.614232,-58.479161,Villa del Parque
91500,44,-34.63905,-58.521118,Liniers
77600,32,,,Belgrano
129000,49,-34.550663,-58.453295,Nuñez
170000,45,-34.592926,-58.385038,Recoleta
75000,33,-34.60074133,-58.430916,Villa Crespo
111530.32,45,-34.6173646,-58.4620706,Caballito
165000,61,-34.55748432,-58.48062549,Saavedra
160000,75,-34.61949764,-58.41081528,Balvanera
120000,39,-34.6059648,-58.4275736,Almagro
72000,37,-34.629231,-58.460781,Flores
90000,50,-34.6127235,-58.3927514,Balvanera
69186.43,39,-34.5888889,-58.4305556,Palermo
151800,70,-34.6299244,-58.4098381,Parque Patricios
89398,31,-34.60144875,-58.39712529,Barrio Norte
132500,51,-34.612468,-58.377194,Monserrat
85000,45,-34.6047796,-58.4376755,Parque Centenario
131000,50,-34.5853705,-58.44143075,Palermo
150000,44,-34.5790338,-58.438252,Palermo
30911.69,47,-34.665853,-58.441359,Villa Soldati
139500,47,-34.6082575,-58.4852234,Villa del Parque
150918,50,-34.543001,-58.462592,Nuñez
75000,40,-34.631398,-58.382701,Constitución
62000,30,-34.6163402,-58.4044064,Balvanera
159000,46,-34.608298,-58.44014,Caballito
180000,84,-34.594657,-58.395038,Recoleta
214417,56,-34.6153103,-58.3619834,Puerto Madero
69458,34,-34.63099,-58.4201892,Boedo
110000,48,-34.5796458,-58.4535585,Colegiales
93000,42,-34.589411,-58.504386,Villa Pueyrredón
105000,62,-34.59642569,-58.41144941,Palermo
155000,65,-34.590116,-58.412453,Palermo
80000,48,-34.6408375,-58.5331685,Flores
260000,82,-34.54968704,-58.4675281,Nuñez
120000,47,-34.5971906,-58.41621804,Palermo
151200,42,-34.59567,-58.4250069,Palermo
89000,40,-34.6389519,-58.5015069,Villa Luro
81000,39,-34.6051872,-58.4567122,Paternal
118346,43,-34.62960299,-58.44129878,Caballito
320000,96,-34.5848317,-58.4131869,Palermo
83000,47,-34.621906,-58.528263,Villa Real
219000,86,-34.586241,-58.3948169,Recoleta
